Nombre y tensión del nudo;Código Subestación;Comunidad Autónoma;POSICIONES DE GEN/ALM;;;;CRITERIO DE POTENCIA DE CORTOCIRCUITO (WSCR);;;;CRITERIO ESTÁTICO GENERACIÓN;;;CRITERIO ESTÁTICO ALMACENAMIENTO;;;CRITERIO DINÁMICO;;;;SITUACIÓN NUDO CAPACIDAD DE ACCESO OTORGADA;;;;;;;SITUACIÓN NUDO CAPACIDAD DE ACCESO EN CURSO DE TRAMITACIÓN;;;;;;;MARGEN DE CAPACIDAD DE ACCESO TOTAL;;;;CRITERIOS LIMITANTES;;;;;;;;CAPACIDAD DE ACCESO NO DISPONIBLE PARA SOLICITUDES A LA RED DE TRANSPORTE Y ACEPTABILIDADES;;;;;CAPACIDAD DE ACCESO DISPONIBLE PARA SOLICITUDES A LA RED DE TRANSPORTE Y ACEPTABILIDADES;;;;;;;;CAPACIDAD DE ACCESO LIBERADA PARA SOLICITUDES DE AUTOCONSUMO SEGÚN  EL REAL DECRETO-LEY 7/2026;;;;;;Motivo de reserva de capacidad de acceso en el nudo;Normativa específica reguladora de la concesión de la capacidad de acceso;;;;;;;;;;;;;;;
;;;A red de transporte;;A red de distribución;;Capacidad de acceso nodal;Binudos;Afección de CS a seguridad del sistema;Margen no ocupado;Capacidad de acceso nodal; Zona con capacidad compartida a la que pertenece el nudo;Margen no ocupado;Capacidad de acceso nodal; Zona con capacidad compartida a la que pertenece el nudo;Margen no ocupado;Capacidad de acceso nodal; Zona con capacidad compartida a la que pertenece el nudo;Limitación interna por configuración del nudo;Margen no ocupado;Capacidad de acceso otorgada MGE;Capacidad de acceso otorgada MGES;Capacidad de acceso otorgada MPE con afección WSCR;Capacidad de acceso otorgada MPE sin afección WSCR;Capacidad de acceso otorgada MPE;Capacidad de acceso otorgada GEN;Capacidad de acceso otorgada ALM;Capacidad de acceso solicitada en curso y pendiente resolver MGE;Capacidad de acceso solicitada en curso y pendiente resolver MGES;Capacidad de acceso solicitada en curso y pendiente resolver MPE con afección WSCR;Capacidad de acceso solicitada en curso y pendiente resolver MPE sin afección WSCR;Capacidad de acceso solicitada en curso y pendiente resolver MPE;Capacidad de acceso solicitada en curso y pendiente resolver GEN;Capacidad de acceso solicitada en curso y pendiente resolver ALM;Generación;;Almacenamiento;;Generación;;Almacenamiento;;Limitación por Posición;;;;Generación;;Almacenamiento;;Motivo capacidad no disponible;Generación;;;;Almacenamiento;;;;"Capacidad de acceso liberada para MGES 
[MW]";"Capacidad de acceso liberada para MPE 
[MW]";"Capacidad de acceso otorgada para MGES 
[MW]";"Capacidad de acceso otorgada para MPE 
[MW]";"Capacidad de acceso disponible para MGES 
[MW]";"Capacidad de acceso disponible para MPE 
[MW]";;;;;;;;;;;;;;;;;
;;;E;P;E;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"MGES 
[MW]";"MPE
[MW]";"MGES 
[MW]";" MPE
[MW]";MGES;MPE;MGES;MPE;Capacidad máxima otorgable en el nudo;¿Existe limitación por posición?;Margen MGES;Margen MPE;"MGES 
[MW]";"MPE
[MW]";"MGES 
[MW]";" MPE
[MW]";;"MGES RdTo MPE con compensador síncrono RdT
[MW]";"MPE RdT
[MW]";"MGES RdD, MPE no conectado al primer nivel de transformación RdD o MPE con compensador síncrono RdD
[MW]";"MPE RdD
[MW]";"MGES RdTo MPE con compensador síncrono RdT
[MW]";"MPE RdT
[MW]";"MGES RdD, MPE no conectado al primer nivel de transformación RdD o MPE con compensador síncrono RdD
[MW]";"MPE RdD
[MW]";;;;;;;;;;;;;;;;;;;;;;;
ALMARAZ CN 220;50027;Extremadura;;;;;507; N/A ;  ;507;1.232;E112_SEPE;308;1.394;E112_SEPE;946;2.720; N/A ;1.020;2.720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;308;308;946;507;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Zona;WSCR_Nudo;0;;0;0;308;308;946;507;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ALMARAZ E.T. 220;50028;Extremadura;3;1;2;;798; N/A ;  ;218;1.549;E16_SEPE;240;1.564;E16_SEPE;240;1.060; D30_SEPE ;N/A;0;760;164;580;16;596;760;0;0;0;0;0;0;0;0;0;0;0;0;D_Zona;D_Zona;D_Zona;D_Zona;1.600;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ALMAZAN 400;50029;Castilla y León;1;;1;;446; N/A ;  ;98;1.679;E260_SEPE;1.140;1.914;E260_SEPE;1.375;1.291; N/A ;1.291;752;539;69;348;123;471;539;0;0;0;0;0;0;0;0;752;98;752;98;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;600;;202;98;752;98;752;98;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;75;10;0;0;75;10;Concurso;;;;;;;;;;;;;;;;
ALMENDRALES 400;51416;Aragón;2;3;;;692; N/A ;  ;478;2.121;N/A;1.906;2.301;N/A;2.086;1.583; N/A ;528;1.368;215;0;215;0;215;215;0;0;0;0;0;0;0;0;1.368;478;1.368;478;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;3.000;;1.368;478;1.368;478;1.368;478;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;137;48;0;0;137;48;Concurso;;;;;;;;;;;;;;;;
ALMODOVAR DEL RIO 220;50030;Andalucía;;1;;;396; N/A ;  ;156;369;E285_SEPE;0;580;E285_SEPE;0;1.240; N/A ;N/A;966;274;34;240;0;240;218;56;0;0;0;0;0;0;0;0;0;0;0;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Zona;Est_Alm_Zona;400;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
AYALA (ALONSOTEGUI) 220;50031;País Vasco;;;1;;516; N/A ;  ;516;331;E9_SEPE;227;344;E9_SEPE;240;947; D48_SEPE ;N/A;843;104;104;0;0;0;104;0;0;0;0;0;0;0;0;227;227;240;240;Est_Gen_Nudo;Est_Gen_Nudo;Est_Alm_Nudo;Est_Alm_Nudo;0;;0;0;227;227;240;240;Concurso por resolución SEE. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;22;22;0;0;22;22;Concurso;;;;;;;;;;;;;;;;
ALVARADO 220;50032;Extremadura;1;;3;;340; N/A ;  ;156;825;E348_SEPE;0;889;E348_SEPE;0;1.223; N/A ;N/A;827;396;100;184;112;296;374;22;20;0;20;0;20;20;0;0;0;0;0;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Zona;Est_Alm_Zona;400;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
AMOEIRO 220;50033;Galicia;;;;;341; N/A ;  ;341;202;E173_SEPE;202;257;E173_SEPE;257;1.272; N/A ;N/A;1.272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202;202;257;257;Est_Gen_Nudo;Est_Gen_Nudo;Est_Alm_Nudo;Est_Alm_Nudo;0;;0;0;202;202;257;257;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
AMOREBIETA 400;50034;País Vasco;3;;;;835; N/A ; Riesgo interacciones ;835;2.171;N/A;1.385;2.275;N/A;1.488;2.596; N/A ;896;1.809;786;786;0;0;0;786;0;0;0;0;0;0;0;0;1.385;835;1.488;835;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;1.800;;1.014;835;1.385;835;1.488;835;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;138;84;0;0;138;84;Concurso;;;;;;;;;;;;;;;;
ANCHUELO 400;50035;Comunidad de Madrid;;1;;;586; N/A ;  ;174;1.364;E121_SEPE;836;1.572;E121_SEPE;1.044;731; D61_SEPE ;731;0;413;0;413;0;413;413;0;0;0;0;0;0;0;0;0;0;0;0;D_Zona;D_Zona;D_Zona;D_Zona;600;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ANCHUELO 220;50035;Comunidad de Madrid;;1;;;137; N/A ;  ;21;638;E121_SEPE, E275_SEPE;295;643;E121_SEPE, E275_SEPE;301;731; D61_SEPE ;N/A;0;116;0;116;0;116;116;0;52;0;52;0;52;52;0;0;0;0;0;D_Zona;D_Zona;D_Zona;D_Zona;400;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Concurso;;;;;;;;;;;;;;;;
ANDRATX 66;50036;Islas Baleares;;;3;;108; N/A ; Riesgo interacciones ;35;91;N/A;33;106;N/A;33;220; N/A ;N/A;146;74;0;74;0;74;0;74;0;0;0;0;0;0;0;33;33;33;33;Est_Gen_Nudo;Est_Gen_Nudo;Est_Alm_Nudo;Est_Alm_Nudo;#¡VALOR!;;33;33;0;0;0;0;;0;0;33;33;0;0;33;33;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ANDUJAR 220;50037;Andalucía;;1;3;;609; N/A ;  ;469;1.252;N/A;554;1.573;N/A;875;1.142; N/A ;N/A;444;698;429;139;129;268;698;0;0;0;0;0;0;0;0;444;444;444;444;D_Nudo;D_Nudo;D_Nudo;D_Nudo;400;;261;261;444;444;444;444;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;44;44;0;0;44;44;Concurso;;;;;;;;;;;;;;;;
ANOIA 220;50038;Cataluña;;1;2;;197; N/A ;  ;63;246;N/A;89;281;N/A;125;1.178; N/A ;N/A;1.021;157;19;134;4;138;157;0;0;0;0;0;0;0;0;89;63;125;63;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;400;;89;63;89;63;125;63;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;8;6;0;0;8;6;Concurso;;;;;;;;;;;;;;;;
ANTAS 400;51369;Andalucía;;1;;;781; N/A ;  ;503;2.713;N/A;2.434;3.282;N/A;3.004;388; N/A ;388;110;278;0;278;0;278;278;0;0;0;0;0;0;0;0;110;110;110;110;D_Nudo;D_Nudo;D_Nudo;D_Nudo;600;;110;110;110;110;110;110;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;11;11;0;0;11;11;Concurso;;;;;;;;;;;;;;;;
ANTONIO LEYVA 220;50039;Comunidad de Madrid;;;3;;901; N/A ;  ;901;729;E199_SEPE;729;820;E199_SEPE;820;710; N/A ;N/A;710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;710;710;710;710;D_Nudo;D_Nudo;D_Nudo;D_Nudo;0;;0;0;0;0;0;0;;0;0;710;710;0;0;710;710;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
AÑOVER 220;50040;Castilla-La Mancha;;;;;610; N/A ;  ;610;806;N/A;806;869;N/A;869;929; N/A ;N/A;929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;806;610;869;610;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;;0;0;806;610;869;610;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
APARECIDA 400;50041;Castilla y León;2;;;;487; N/A ;  ;245;3.291;N/A;3.049;3.843;N/A;3.600;876; N/A ;876;634;242;0;242;0;242;242;0;0;0;0;0;0;0;0;634;245;634;245;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;1.200;;634;245;634;245;634;245;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;63;25;0;0;63;25;Concurso;;;;;;;;;;;;;;;;
AQUA 220;50704;Comunidad Valenciana;;;4;;633; N/A ;  ;633;786;E184_SEPE, E340_SEPE;764;803;E184_SEPE, E340_SEPE;764;816; N/A ;N/A;777;39;6;0;33;33;6;33;135;0;0;135;135;0;135;764;633;764;633;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;;0;0;445;313;353;221;Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;320;320;0;0;412;412;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ARAGON 400;50042;Aragón;3;;;;2.098; N/A ;  ;257;2.160;N/A;239;3.549;N/A;1.628;280; N/A ;N/A;0;1.922;80;1.842;0;1.842;1.922;0;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;1.800;SI;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ARAÑUELO 400;50043;Extremadura;1;;;;341; N/A ;  ;0;3.780;N/A;3.304;4.851;N/A;4.375;181; N/A ;181;0;476;0;476;0;476;476;0;166;0;166;0;166;166;0;0;0;0;0;D_Nudo;WSCR_Nudo/D_Nudo;D_Nudo;WSCR_Nudo/D_Nudo;600;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ARAVACA 220;50044;Comunidad de Madrid;;;3;;812; N/A ;  ;812;748;N/A;748;819;N/A;789;731; N/A ;N/A;701;30;0;0;30;30;0;30;0;0;0;0;0;0;0;701;701;701;701;D_Nudo;D_Nudo;D_Nudo;D_Nudo;0;;0;0;0;0;0;0;;0;0;701;701;0;0;701;701;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ARBILLERA 400;50705;Castilla y León;;1;;;589; N/A ;  ;589;2.034;E80_SEPE;1.841;2.212;E80_SEPE;2.019;909; N/A ;909;909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;909;589;909;589;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;600;;600;589;909;589;909;589;Concurso por resolución SEE. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;91;59;0;0;91;59;Concurso;;;;;;;;;;;;;;;;
ARBILLERA 220;50705;Castilla y León;;1;;;476; N/A ;  ;283;813;E80_SEPE;620;876;E80_SEPE;683;1.240; N/A ;N/A;1.046;193;0;193;0;193;193;0;0;0;0;0;0;0;0;620;283;683;283;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;400;;207;207;620;283;683;283;Concurso por resolución SEE. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;62;28;0;0;62;28;Concurso;;;;;;;;;;;;;;;;
ARCHIDONA 400;50045;Andalucía;;1;;;750; N/A ;  ;437;2.164;E308_SEPE;1.703;2.371;E308_SEPE;2.010;800; N/A ;800;487;313;0;313;0;313;313;0;48;0;48;0;48;48;0;487;437;487;437;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;600;;287;287;487;437;487;437;Concurso por resolución SEE. Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;49;44;0;0;49;44;Concurso;;;;;;;;;;;;;;;;
ARCOS DE LA FRONTERA 400;50046;Andalucía;6;;;;1.414; N/A ;  ;177;3.445;N/A;912;4.527;N/A;1.995;2.704; N/A ;770;172;2.532;1.296;1.236;0;1.236;2.532;0;762;373;389;0;389;762;0;172;172;172;172;D_Nudo;D_Nudo;D_Nudo;D_Nudo;3.600;;172;172;172;172;172;172;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;17;17;0;0;17;17;Concurso;;;;;;;;;;;;;;;;
ARDOZ 220;50047;Comunidad de Madrid;;1;4;;913; N/A ;  ;544;695;N/A;326;771;N/A;402;773; N/A ;N/A;403;369;0;369;0;369;369;0;69;0;0;69;69;69;0;326;326;402;402;Est_Gen_Nudo;Est_Gen_Nudo;Est_Alm_Nudo;Est_Alm_Nudo;400;;37;37;326;326;402;402;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;33;33;0;0;33;33;Concurso;;;;;;;;;;;;;;;;
ARENAL 66;50048;Islas Baleares;;;3;;145; N/A ; Riesgo interacciones ;89;167;N/A;91;219;N/A;142;220; N/A ;N/A;143;83;7;56;21;76;83;0;0;0;0;0;0;0;0;91;89;142;89;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;#¡VALOR!;;91;89;0;0;0;0;;0;0;91;89;0;0;142;89;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ARENAS DE SAN JUAN 220;50049;Castilla-La Mancha;2;1;;;751; N/A ;  ;0;1.000;E210_SEPE;113;1.089;E210_SEPE;273;1.261; N/A ;N/A;445;816;0;816;0;816;795;20;920;0;920;0;920;751;170;113;0;273;0;Est_Gen_Zona;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;1.200;;0;0;113;0;273;0;Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ARGANDA 220;50050;Comunidad de Madrid;;1;3;;794; N/A ;  ;436;565;E215_SEPE;0;614;E215_SEPE;14;865; N/A ;N/A;461;404;0;359;45;404;364;40;0;0;0;0;0;0;0;0;0;14;14;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Zona;Est_Alm_Zona;400;;0;0;0;0;0;0;;0;0;0;0;0;0;14;14;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ARGANZUELA 220;50051;Comunidad de Madrid;;;3;;912; N/A ;  ;912;720;E199_SEPE;720;785;E199_SEPE;785;707; N/A ;N/A;707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;707;707;707;707;D_Nudo;D_Nudo;D_Nudo;D_Nudo;0;;0;0;0;0;0;0;;0;0;707;707;0;0;707;707;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ARGUINEGUIN 66;50052;Canarias;;;3;;30; N/A ; Superación valor máx Icc ;19;65;E07_SEC;42;67;E07_SEC;42;61; N/A ;N/A;35;26;1;11;15;26;15;11;0;0;0;0;0;0;0;35;19;35;19;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;#¡VALOR!;;35;19;0;0;0;0;;0;0;35;19;0;0;35;19;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ARICO2 66;50053;Canarias;2;;2;;54; N/A ;  ;0;143;E10_SEC;0;218;E10_SEC;0;0; N/A ;N/A;0;84;0;72;12;84;84;0;0;0;0;0;0;0;0;0;0;0;0;Est_Gen_Zona/D_Nudo;WSCR_Nudo/Est_Gen_Zona/D_Nudo;Est_Alm_Zona/D_Nudo;WSCR_Nudo/Est_Alm_Zona/D_Nudo;#¡VALOR!;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ARINAGA 66;50706;Canarias;1;;;1;62; N/A ;  ;16;221;E08_SEC;0;229;E08_SEC;0;0; N/A ;N/A;0;46;0;46;0;46;46;0;0;0;0;0;0;0;0;0;0;0;0;Est_Gen_Zona/D_Nudo;Est_Gen_Zona/D_Nudo;Est_Alm_Zona/D_Nudo;Est_Alm_Zona/D_Nudo;#¡VALOR!;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ARKALE 220;50054;País Vasco;;;1;;226; N/A ;  ;226;1.152;E10_SEPE;841;1.152;E10_SEPE;849;1.215; N/A ;N/A;912;303;4;0;300;300;253;50;0;0;0;0;0;0;0;841;226;849;226;Est_Gen_Zona;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;;0;0;841;226;849;226;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;84;23;0;0;84;23;Concurso;;;;;;;;;;;;;;;;
ARONA 66;50055;Canarias;;;2;;91; N/A ;  ;58;156;N/A;122;168;N/A;122;60; N/A ;N/A;14;96;50;33;13;46;68;28;0;0;0;0;0;0;0;14;14;14;14;D_Nudo;D_Nudo;D_Nudo;D_Nudo;#¡VALOR!;;14;14;0;0;0;0;;0;0;14;14;0;0;14;14;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ARRIGORRIAGA 400;51448;País Vasco;;;;;537; N/A ;  ;537;2.495;N/A;2.495;2.705;N/A;2.705;2.568; N/A ;868;2.568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.495;537;2.568;537;Est_Gen_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;0;;0;0;2.495;537;2.568;537;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ARROYO DE LA VEGA 220;50056;Comunidad de Madrid;;1;3;;857; N/A ;  ;605;837;N/A;586;864;N/A;612;763; N/A ;N/A;512;252;0;252;0;252;252;0;0;0;0;0;0;0;0;512;512;512;512;D_Nudo;D_Nudo;D_Nudo;D_Nudo;400;;150;150;512;512;512;512;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;51;51;0;0;51;51;Concurso;;;;;;;;;;;;;;;;
ARROYO VALLE 220;50057;Andalucía;;;;;193; N/A ;  ;193;471;E191_SEPE;471;498;E191_SEPE;498;1.261; N/A ;N/A;1.261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;471;193;498;193;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;;0;0;471;193;498;193;Sin posibilidad de conexión. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ARTA 66;50058;Islas Baleares;;;3;;15; N/A ;  ;0;100;E15_SEB;53;113;E15_SEB;61;228; D3_SEB ;N/A;49;29;0;15;15;29;26;4;0;0;0;0;0;0;0;49;0;49;0;D_Zona;WSCR_Nudo;D_Zona;WSCR_Nudo;#¡VALOR!;;49;0;0;0;0;0;;0;0;49;0;0;0;49;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ARUCAS 66;50059;Canarias;;;2;;70; N/A ;  ;70;141;N/A;140;145;N/A;144;0; N/A ;N/A;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;#¡VALOR!;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ASCÓ 400;50060;Cataluña;4;1;2;;1.037; N/A ;  ;488;3.878;N/A;1.249;4.946;N/A;2.318;531; N/A ;N/A;0;2.628;1.975;549;104;653;2.628;0;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;3.000;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ASCÓ 220;50060;Cataluña;;;1;;28; N/A ;  ;28;348;N/A;348;390;N/A;390;1.033; D20_SEPE ;N/A;690;0;0;0;0;0;0;0;30;0;0;30;30;30;0;348;28;390;28;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;;0;0;0;0;0;0;;0;0;348;28;0;0;390;28;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ASOMADA 400;50061;Región de Murcia;;;2;;704; N/A ;  ;689;1.937;N/A;1.111;2.226;N/A;1.401;434; N/A ;N/A;0;826;115;15;695;710;826;0;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;0;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ASTILLERO 220;50062;Cantabria;1;;2;;253; N/A ;  ;208;1.192;E228_SEPE;523;1.227;E228_SEPE;523;1.205; N/A ;N/A;501;704;98;45;561;606;543;160;0;0;0;0;0;0;0;501;208;501;208;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;400;SI;0;0;501;208;501;208;Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. Limitación de capacidad por posición;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
ATARFE 220;50063;Andalucía;;1;3;;552; N/A ;  ;357;757;N/A;391;834;N/A;468;906; N/A ;N/A;540;366;79;194;93;287;366;0;131;0;8;123;131;131;0;391;357;468;357;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;400;;221;221;391;357;468;357;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;39;36;0;0;39;36;Concurso;;;;;;;;;;;;;;;;
ATIOS 220;50064;Galicia;;1;4;;266; N/A ;  ;247;680;E280_SEPE;43;699;E280_SEPE;45;1.169; N/A ;N/A;977;192;17;19;156;175;164;28;115;0;0;115;115;115;0;43;43;45;45;Est_Gen_Zona;Est_Gen_Zona;Est_Alm_Zona;Est_Alm_Zona;400;;0;0;43;43;45;45;Margen zonal reservado concurso por resolución SEE/posible concurso/NTJ. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
AVE ZARAGOZA 220;50065;Aragón;1;;;;383; N/A ;  ;0;525;N/A;15;568;N/A;58;1.194; N/A ;N/A;683;511;0;511;0;511;511;0;228;0;213;15;228;100;128;15;0;58;0;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;400;SI;0;0;15;0;58;0;Limitación de capacidad por posición;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
AYALA 220;50066;País Vasco;;;1;;424; N/A ;  ;424;655;N/A;598;715;N/A;635;1.045; N/A ;N/A;965;80;0;0;80;80;57;23;0;0;0;0;0;0;0;598;424;635;424;Est_Gen_Nudo;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;;0;0;0;0;0;0;;0;0;598;424;0;0;635;424;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
AYORA 400;50067;Comunidad Valenciana;1;1;;;1.225; N/A ;  ;197;2.689;N/A;1.662;3.177;N/A;2.150;49; N/A ;24;0;1.027;0;1.027;0;1.027;1.027;0;0;0;0;0;0;0;0;0;0;0;0;D_Nudo;D_Nudo;D_Nudo;D_Nudo;1.200;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Concurso;;;;;;;;;;;;;;;;
AZCA 220;UFD-50078;Comunidad de Madrid;;;3;;892; N/A ;  ;892;835;E216_SEPE;835;899;E216_SEPE;899;678; N/A ;N/A;678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;678;678;678;678;D_Nudo;D_Nudo;D_Nudo;D_Nudo;0;;0;0;0;0;0;0;;0;0;678;678;0;0;678;678;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
AZPEITIA 400;50068;País Vasco;;;1;;739; N/A ; Riesgo interacciones ;739;1.853;N/A;1.819;2.018;N/A;1.984;966; N/A ;N/A;931;34;0;0;34;34;34;0;0;0;0;0;0;0;0;931;739;931;739;D_Nudo;WSCR_Nudo;D_Nudo;WSCR_Nudo;0;;0;0;931;739;931;739;Concurso por resolución SEE. ;0;0;0;0;0;0;0;0;93;74;0;0;93;74;Concurso;;;;;;;;;;;;;;;;
BADALONA 220;50070;Cataluña;;;4;;70; N/A ; Superación valor máx Icc ;70;707;E32_SEPE;707;719;E32_SEPE;719;815; D71_SEPE ;N/A;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;707;70;719;70;Est_Gen_Nudo/Est_Gen_Zona;WSCR_Nudo;Est_Alm_Nudo;WSCR_Nudo;0;;0;0;0;0;0;0;;0;0;707;70;0;0;719;70;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
